Name,Type,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Habitat,Power,Size,Weight Class,Diet,Evolution Stage,Movement,Combat,Narrative
Toxapex,Poison|Water,5,7,15,5,15,4,"Ocean, Wetlands",4,Small,2,"Carnivore, Terravore",3,Swimmer,,Gilled
Salandit,Poison|Fire,5,4,4,7,4,8,Mountain,3,Small,1,Carnivore,2,,Underdog,Alluring|Pack Mon
Salazzle,Poison|Fire,8,6,6,12,7,12,Mountain,4,Medium,2,Carnivore,3,,,Alluring|Pack Mon
Shroodle,Poison|Normal,4,7,4,4,4,8,Forest,1,Small,1,Omnivore,2,Climber|Slow,Underdog,
Grafaiai,Poison|Normal,6,11,7,8,7,12,Forest,5,Small,3,Omnivore,3,Climber|Jumper|Quick,,
Varoom,Poison|Steel,5,7,6,3,5,5,Urban,6,Medium,3,Nullivore,2,Flier,Underdog,Breathless|Engine|Magnetic
Revavroom,Poison|Steel,8,12,9,5,8,9,Urban,10,Medium,5,Nullivore,3,Flier,Mountable,Breathless|Engine|Magnetic
Drowzee,Psychic,6,5,5,4,9,4,"Grasslands, Urban",4,Medium,3,Herbivore,2,,Underdog,Dream Reader|Mindlock
Hypno,Psychic,9,7,7,8,13,7,"Grasslands, Urban",6,Medium,7,Herbivore,3,,,Dream Reader|Illusionist|Mindlock
Mime Jr.,Psychic|Fairy,2,3,5,7,9,6,Urban,2,Small,2,Omnivore,2,Slow,Underdog|Wallshaper,
Mr. Mime,Psychic|Fairy,5,5,8,11,13,9,Urban,5,Medium,4,Omnivore,3,,Telekinetic|Wallshaper,Telepath
Galarian Mr. Mime,Ice|Psychic,6,7,8,10,10,10,Tundra,5,Medium,4,Omnivore,3,,Telekinetic|Wallshaper,Chilled|Telepath
Mr. Rime,Ice|Psychic,9,9,8,11,11,8,Tundra,6,Medium,4,Omnivore,3,,Telekinetic|Wallshaper,Chilled|Telepath
Natu,Psychic|Flying,4,5,5,7,5,7,"Forest, Mountain",1,Small,1,Herbivore,2,Flier|Jumper|Slow,Underdog,
Xatu,Psychic|Flying,8,8,7,11,7,10,"Forest, Mountain",2,Medium,2,Herbivore,3,Flier|Jumper,,Premonition|Telepath
Wynaut,Psychic,10,3,5,4,5,3,Urban,2,Small,2,Herbivore,2,Slow,Underdog,
Wobbuffet,Psychic,19,5,7,8,7,5,Urban,3,Medium,3,Herbivore,3,Slow,,
Spoink,Psychic,6,3,4,7,8,6,"Forest, Grasslands",1,Small,3,Herbivore,2,Jumper,Underdog,Telepath
Grumpig,Psychic,8,5,7,10,12,9,"Forest, Grasslands",5,Small,4,Herbivore,3,Jumper,,Telepath
Chingling,Psychic,5,3,5,7,5,5,"Cave, Urban",1,Small,1,Herbivore,2,Flier,Underdog,
Chimecho,Psychic,9,5,9,11,10,7,"Cave, Urban",1,Small,1,Herbivore,3,Flier,,
Munna,Psychic,8,3,5,7,6,2,"Space, Urban",1,Small,2,Herbivore,2,Flier,Telekinetic|Underdog,Dream Reader|Telepath
Musharna,Psychic,12,6,9,11,10,3,"Space, Urban",5,Medium,4,Herbivore,3,Flier,Telekinetic,Dream Reader|Telepath
Woobat,Psychic|Flying,7,5,4,6,4,7,Cave,1,Small,1,Herbivore,2,Flier,Darkvision|Underdog,Tracker
Swoobat,Psychic|Flying,7,6,6,8,6,11,Cave,3,Small,1,Herbivore,3,Flier,Darkvision|Telekinetic,Tracker
Elgyem,Psychic,6,6,6,9,6,3,"Space, Urban",1,Small,1,Nullivore,2,Flier|Teleporter,Telekinetic|Underdog,Telepath
Beheeyem,Psychic,8,8,8,13,10,4,"Space, Urban",3,Medium,3,Nullivore,3,Flier|Teleporter,Telekinetic,Telepath
Espurr,Psychic,6,5,5,6,6,7,"Grasslands, Urban",1,Small,1,Carnivore,2,,Telekinetic|Underdog,Telepath
Meowstic Male,Psychic,8,5,9,9,9,11,"Grasslands, Urban",2,Small,1,Carnivore,3,,Telekinetic,Telepath
Meowstic Female,Psychic,8,5,9,11,9,9,"Grasslands, Urban",2,Small,1,Carnivore,3,,Telekinetic,Telepath
Flittle,Psychic,4,4,3,8,3,8,"Desert, Grasslands",2,Small,1,Omnivore,2,Flier,Telekinetic|Underdog,
Espathra,Psychic,11,6,6,11,6,11,"Desert, Grasslands",8,Large,4,Omnivore,3,Jumper|Quick,Telekinetic,
Onix,Rock|Ground,4,5,16,3,5,7,Cave,10,Huge,6,Terravore,2,Burrower,Groundshaper|Mountable|Reach|Underdog,Tremorsense
Steelix,Steel|Ground,8,9,20,6,7,3,Cave,14,Huge,6,Terravore,3,Burrower,Groundshaper|Mountable|Reach,Tremorsense
Omanyte,Rock|Water,4,4,10,9,6,4,Ocean,1,Small,1,Herbivore,2,Slow|Swimmer,Underdog,Gilled
Omastar,Rock|Water,7,6,13,12,7,6,Ocean,4,Medium,3,Omnivore,3,Swimmer,,Gilled
Kabuto,Rock|Water,3,8,9,6,5,6,"Cave, Ocean",2,Small,2,Herbivore,2,Slow|Swimmer,Underdog,Gilled
Kabutops,Rock|Water,6,12,11,7,7,8,"Cave, Ocean",5,Medium,2,Omnivore,3,Climber|Swimmer,,Gilled
Nosepass,Rock,3,5,14,5,9,4,Cave,7,Medium,4,Terravore,2,Slow,Underdog,Magnetic
Probopass,Rock|Steel,6,6,15,8,15,4,Cave,11,Medium,6,Terravore,3,Flier|Slow,,Magnetic
Lileep,Rock|Grass,7,4,8,6,9,2,Cave,4,Medium,2,Carnivore,2,Grounded|Slow,Reach|Underdog,Gilled
Cradily,Rock|Grass,9,8,11,8,11,4,Cave,8,Medium,4,Carnivore,3,Grounded|Slow,Reach,Gilled
Anorith,Rock|Bug,5,10,5,4,5,8,"Cave, Ocean",2,Small,2,Omnivore,2,Slow|Swimmer,Underdog,Gilled
Armaldo,Rock|Bug,8,13,10,7,8,5,"Cave, Ocean",6,Medium,4,Omnivore,3,Swimmer,,Gilled
Cranidos,Rock,7,13,4,3,3,6,Desert,5,Small,3,Carnivore,2,,Underdog,
Rampardos,Rock,10,17,6,7,5,6,Desert,10,Medium,5,Carnivore,3,,Mountable,
Shieldon,Rock|Steel,3,4,12,4,9,3,"Cave, Mountain",5,Small,4,Herbivore,2,,Underdog,
Bastiodon,Rock|Steel,6,5,17,5,15,3,"Cave, Mountain",8,Medium,5,Herbivore,3,,Mountable,
Bonsly,Rock,5,8,10,1,5,1,Forest,1,Small,2,Phototroph,2,Slow,Underdog,
Sudowoodo,Rock,7,10,12,3,7,3,Forest,5,Medium,3,Phototroph,3,,,
Tirtouga,Rock|Water,6,8,10,5,5,2,Ocean,4,Small,2,Carnivore,2,Swimmer,Underdog,
Carracosta,Rock|Water,8,11,13,8,8,3,Ocean,7,Medium,4,Carnivore,3,Swimmer,Mountable,
Archen,Rock|Flying,6,11,5,7,5,7,Mountain,2,Small,1,Carnivore,2,Glider|Jumper,Underdog,
Archeops,Rock|Flying,8,14,7,11,7,11,Mountain,4,Medium,3,Carnivore,3,Flier|Jumper|Quick,Mountable,
Binacle,Rock|Water,4,5,7,4,6,5,"Cave, Ocean",2,Small,3,Herbivore,2,Slow|Swimmer,Underdog,Gilled
Barbaracle,Rock|Water,7,11,12,5,9,7,"Cave, Ocean",6,Medium,4,Herbivore,3,Swimmer,,Gilled
Tyrunt,Rock|Dragon,6,9,8,5,5,5,Mountain,3,Small,3,Carnivore,2,,Underdog,
Tyrantrum,Rock|Dragon,8,12,12,7,6,7,Mountain,10,Large,6,Carnivore,3,,Mountable,
Amaura,Rock|Ice,8,6,5,7,6,5,"Cave, Tundra",2,Medium,3,Herbivore,2,,Underdog,Chilled
Aurorus,Rock|Ice,12,8,7,10,9,6,"Cave, Tundra",8,Large,6,Herbivore,3,,Mountable,Chilled
Rockruff,Rock,6,7,4,3,4,6,"Cave, Mountain",2,Small,1,Omnivore,2,Jumper,Darkvision|Underdog,Tracker
Lycanroc Midday,Rock,8,12,8,6,7,10,"Cave, Mountain",4,Small,3,Omnivore,3,Jumper|Quick,Darkvision,Tracker
Lycanroc Midnight,Rock,9,12,8,6,8,8,"Cave, Mountain",4,Medium,3,Carnivore,3,Jumper|Quick,Darkvision,Tracker
Lycanroc Dusk,Rock,8,12,11,6,7,7,"Cave, Mountain",4,Small,3,Omnivore,3,Jumper|Quick,Darkvision,Tracker
Glimmet,Rock|Poison,5,4,4,11,6,6,Cave,3,Small,1,Terravore,2,Climber|Flier,Underdog,
Glimmora,Rock|Poison,8,6,9,13,8,9,Cave,4,Medium,3,Terravore,3,Climber|Flier,,
Bronzor,Steel|Psychic,6,2,9,2,9,2,Cave,4,Small,4,Nullivore,2,Flier,Underdog,Breathless|Dead Silent
Bronzong,Steel|Psychic,7,9,12,8,12,3,Cave,8,Medium,5,Nullivore,3,Flier,,Breathless|Dead Silent
Meltan,Steel,5,7,7,6,4,3,Urban,2,Small,1,Terravore,2,Grounded|Slow,Underdog,Amorphous|Dead Silent|Magnetic
Melmetal,Steel,14,14,14,8,7,3,Urban,11,Large,6,Terravore,3,,,Amorphous|Magnetic
Cufant,Steel,7,8,5,4,5,4,Mountain,8,Medium,5,Terravore,2,Grounded,Groundshaper|Mountable|Underdog,
Copperajah,Steel,12,13,7,8,7,3,Mountain,12,Huge,6,Terravore,3,Grounded,Groundshaper|Mountable,
Duraludon,Steel|Dragon,7,10,12,12,5,9,Mountain,8,Medium,2,Terravore,2,,,Magnetic|X-Ray Vision
Archaludon,Steel|Dragon,9,11,13,13,6,8,Mountain,9,Medium,3,Terravore,3,,,Magnetic|X-Ray Vision
Psyduck,Water,5,5,5,7,5,6,Wetlands,1,Small,2,Herbivore,2,Slow|Swimmer,Underdog,
Golduck,Water,8,8,8,10,8,9,Wetlands,5,Medium,4,Omnivore,3,Swimmer,Telekinetic,Telepath
Tentacool,Water|Poison,4,4,4,5,10,7,Ocean,2,Small,3,Carnivore,2,Swimmer,Underdog,Gilled|Glow
Tentacruel,Water|Poison,8,7,7,8,12,10,Ocean,6,Medium,4,Carnivore,3,Swimmer,Reach,Gilled|Glow
Slowpoke,Water|Psychic,9,7,7,4,4,2,Wetlands,2,Medium,3,Herbivore,2,Slow,Underdog,
Slowbro,Water|Psychic,10,8,11,11,8,3,Wetlands,7,Medium,4,Herbivore,3,Slow,,
Slowking,Water|Psychic,10,8,8,11,11,3,Wetlands,5,Medium,4,Herbivore,3,Slow,Telekinetic,Pack Mon|Telepath
Seel,Water,7,5,6,5,7,5,"Ocean, Tundra",3,Medium,4,Carnivore,2,Swimmer,Underdog,
Dewgong,Water|Ice,10,7,9,7,10,8,"Ocean, Tundra",5,Medium,5,Carnivore,3,Swimmer,,
Shellder,Water,3,7,10,5,3,4,Ocean,4,Small,1,Herbivore,2,Grounded|Swimmer,Underdog,Gilled
Cloyster,Water|Ice,5,10,19,9,5,7,Ocean,4,Medium,5,Herbivore,3,Grounded|Swimmer,,Gilled
Krabby,Water,3,11,9,3,3,5,Ocean,3,Small,1,Carnivore,2,,Underdog,Gilled
Kingler,Water,7,14,12,5,5,8,Ocean,6,Medium,4,Carnivore,3,,,Gilled
Goldeen,Water,5,7,6,4,5,6,Ocean,1,Small,2,Omnivore,2,Swimmer,Underdog,Gilled
Seaking,Water,9,10,8,8,8,8,Ocean,3,Medium,3,Omnivore,3,Swimmer,,Gilled
Staryu,Water,3,5,6,7,6,9,"Ocean, Space",2,Small,3,Nullivore,2,Flier|Swimmer,Underdog,Gilled|Glow
Starmie,Water|Psychic,6,8,9,10,9,12,"Ocean, Space",3,Medium,4,Nullivore,3,Flier|Swimmer,Telekinetic,Gilled|Glow
Magikarp,Water,3,3,7,4,4,9,Ocean,1,Small,1,Herbivore,2,Jumper|Slow|Swimmer,Underdog,Gilled
Gyarados,Water|Flying,10,13,8,6,10,8,Ocean,13,Huge,6,Carnivore,3,Jumper|Swimmer,Mountable|Reach,Gilled
Chinchou,Water|Electric,8,4,4,6,6,7,Ocean,1,Small,2,Herbivore,2,Swimmer,Underdog,Gilled|Glow
Lanturn,Water|Electric,14,6,6,9,9,7,Ocean,2,Medium,2,Herbivore,3,Swimmer,,Gilled|Glow
Wooper,Water|Ground,7,6,6,4,4,3,Wetlands,1,Small,1,Herbivore,2,Swimmer,Underdog,Gilled
Quagsire,Water|Ground,11,9,9,9,9,4,Wetlands,3,Medium,4,Herbivore,3,Swimmer,,Gilled
Remoraid,Water,4,7,4,7,4,7,Ocean,1,Small,2,Carnivore,2,Swimmer,Underdog,Gilled
Octillery,Water,8,11,8,11,8,5,Ocean,4,Small,3,Carnivore,3,Swimmer,,Amorphous|Gilled
Mantyke,Water|Flying,5,2,5,6,12,5,Ocean,2,Medium,4,Herbivore,2,Flier|Swimmer,Underdog,Gilled
Mantine,Water|Flying,9,4,7,9,14,8,Ocean,5,Large,6,Omnivore,3,Flier|Quick|Swimmer,Mountable,Gilled
Wingull,Water|Flying,5,3,3,7,3,9,"Grasslands, Ocean",1,Small,1,Omnivore,2,Flier,Underdog,
Pelipper,Water|Flying,11,5,10,10,8,7,"Grasslands, Ocean",3,Medium,3,Omnivore,3,Flier,,
Carvanha,Water|Dark,5,9,2,7,2,7,Ocean,2,Small,2,Carnivore,2,Quick|Swimmer,Darkvision|Underdog,Gilled
Sharpedo,Water|Dark,7,12,5,10,5,12,Ocean,5,Medium,4,Carnivore,3,Quick|Swimmer,Darkvision|Mountable|Underdog,Gilled
Wailmer,Water,13,7,4,7,4,6,Ocean,5,Large,5,Filter Feeder,2,Swimmer,Mountable|Underdog,
Wailord,Water,17,9,5,9,5,6,Ocean,12,Huge,6,Filter Feeder,3,Swimmer,Mountable,
Barboach,Water|Ground,6,5,4,5,4,6,Wetlands,2,Small,1,Omnivore,2,Swimmer,Underdog,Gilled
Whiscash,Water|Ground,11,9,8,9,8,6,Wetlands,3,Small,2,Omnivore,3,Swimmer,,Gilled|Tremorsense
Corphish,Water,4,8,7,5,4,4,Ocean,2,Small,2,Carnivore,2,Slow|Swimmer,Underdog,Gilled
Crawdaunt,Water|Dark,7,12,10,10,6,6,Ocean,5,Medium,3,Carnivore,3,Swimmer,Darkvision,Gilled
Feebas,Water,4,4,4,2,7,9,Ocean,1,Small,1,Herbivore,2,Slow|Swimmer,Underdog,Gilled
Milotic,Water,10,6,8,10,13,8,Ocean,8,Large,5,Herbivore,3,Swimmer,Mountable,Gilled
Clamperl,Water,4,6,9,7,6,3,Ocean,2,Small,5,Carnivore,2,Grounded|Slow|Swimmer,Underdog,Gilled
Huntail,Water,6,12,11,9,8,5,Ocean,3,Medium,3,Carnivore,3,Swimmer,,Gilled
Gorebyss,Water,6,8,12,12,8,5,Ocean,3,Medium,2,Carnivore,3,Swimmer,,Gilled
Buizel,Water,6,7,4,6,3,9,"Grasslands, Wetlands",2,Small,3,Omnivore,2,Quick|Swimmer,Underdog,
Floatzel,Water,9,11,6,9,5,12,"Grasslands, Wetlands",3,Medium,3,Omnivore,3,Quick|Swimmer,,
Shellos,Water,8,5,5,6,6,3,Wetlands,1,Small,1,Herbivore,2,Climber|Grounded|Slow|Swimmer,Underdog,Amorphous|Gilled
Gastrodon,Water|Ground,12,8,8,10,9,4,Wetlands,3,Small,3,Herbivore,3,Climber|Grounded|Slow|Swimmer,,Amorphous|Gilled
Finneon,Water,5,5,6,5,6,7,Ocean,1,Small,1,Carnivore,2,Swimmer,Underdog,Gilled|Glow
Lumineon,Water,7,7,9,8,10,10,Ocean,2,Medium,2,Carnivore,3,Swimmer,,Gilled|Glow
Panpour,Water,5,5,5,5,5,6,"Forest, Grasslands",3,Small,2,Omnivore,2,Climber|Jumper,Underdog,
Simipour,Water,9,10,6,10,6,10,"Forest, Grasslands",4,Medium,3,Omnivore,3,Climber|Jumper,,
Ducklett,Water|Flying,6,4,5,4,5,6,"Forest, Wetlands",1,Small,1,Herbivore,2,Flier|Swimmer,Underdog,
Swanna,Water|Flying,9,9,7,9,7,10,"Forest, Wetlands",2,Medium,2,Herbivore,3,Flier|Swimmer,,
Basculin,Water,7,9,7,8,6,10,Ocean,3,Medium,2,Omnivore,2,Quick|Swimmer,,Gilled
Basculegion,Water|Ghost,10,12,8,8,7,11,Ocean,9,Huge,5,Omnivore,3,Jumper|Quick|Swimmer,Mountable,Gilled
Frillish,Water|Ghost,6,4,5,7,9,4,Ocean,1,Medium,3,Carnivore,2,Flier|Swimmer,Darkvision|Invisibility|Underdog,Amorphous|Dead Silent|Gilled
Jellicent,Water|Ghost,10,6,8,10,11,6,Ocean,3,Large,5,Carnivore,3,Flier|Swimmer,Darkvision|Invisibility,Amorphous|Dead Silent|Gilled
Clauncher,Water,5,5,6,6,6,4,Ocean,2,Small,1,Carnivore,2,Swimmer,Underdog,Gilled
Clawitzer,Water,8,7,9,12,9,6,Ocean,4,Medium,3,Carnivore,3,Swimmer,,Gilled
Dewpider,Water|Bug,5,4,6,4,8,3,Wetlands,1,Small,1,Carnivore,2,Climber,Underdog,Gilled
Araquanid,Water|Bug,9,9,10,5,13,5,Wetlands,4,Medium,4,Carnivore,3,Climber,,Gilled
Chewtle,Water,5,7,6,4,4,4,Cave,4,Small,1,Carnivore,2,Slow|Swimmer,Underdog,Gilled
Drednaw,Water|Rock,9,13,10,5,7,7,Cave,8,Medium,5,Carnivore,3,Swimmer,Mountable,Gilled
Arrokuda,Water,6,6,4,4,3,7,Ocean,1,Small,1,Carnivore,2,Quick|Swimmer,Underdog,Gilled
Barraskewda,Water,6,12,6,6,6,15,Ocean,4,Medium,3,Carnivore,3,Quick|Swimmer,,Gilled
Pinsir,Bug,7,13,10,6,7,9,Forest,8,Medium,4,Herbivore,3,,,
Shuckle,Bug|Rock,2,1,23,1,23,1,"Cave, Mountain",4,Small,2,Herbivore,3,Grounded|Slow,,
Heracross,Bug|Fighting,8,13,8,4,10,9,Forest,8,Medium,4,Herbivore,3,Flier,,
Volbeat,Bug,8,6,8,9,10,10,Forest,3,Small,2,Herbivore,3,Climber|Flier,,Glow
Illumise,Bug,8,5,9,7,11,11,Forest,2,Small,2,Herbivore,3,Climber|Flier,,Glow
Durant,Bug|Steel,6,11,12,5,5,12,"Cave, Forest",5,Small,3,Carnivore,3,Burrower|Climber,,
Sableye,Dark|Ghost,5,8,8,7,7,5,Cave,1,Small,1,Terravore,3,Burrower,Darkvision|Invisibility|Underdog,Dead Silent
Absol,Dark,8,13,6,8,6,10,"Forest, Mountain",3,Medium,3,Omnivore,3,Quick,,Premonition|Tracker
Druddigon,Dragon,9,13,9,6,9,5,Cave,8,Medium,5,"Carnivore, Terravore",3,,Darkvision,
Cyclizar,Dragon|Normal,7,10,7,9,7,12,Urban,8,Medium,4,Omnivore,3,Quick,Mountable,
Tatsugiri,Dragon|Water,7,5,6,13,11,9,"Ocean, Wetlands",4,Small,1,Herbivore,3,Jumper|Swimmer,,Gilled
Plusle,Electric,6,5,4,9,8,10,"Forest, Grasslands",1,Small,1,Herbivore,3,,Underdog,
Minun,Electric,6,4,5,8,9,10,"Forest, Grasslands",1,Small,1,Herbivore,3,,Underdog,
Pachirisu,Electric,6,5,7,5,9,10,"Forest, Urban",1,Small,1,Herbivore,3,Climber,Underdog,
Rotom,Electric|Ghost,5,5,8,10,8,9,Urban,3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Form Change|Invisibility,Dead Silent|Glow|Wired
Rotom Heat,Electric|Fire,5,7,11,11,11,9,Urban,3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Form Change|Invisibility,Dead Silent|Glow|Heater|Wired
Rotom Wash,Electric|Water,5,7,11,11,11,9,Urban,3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Form Change|Invisibility,Dead Silent|Glow|Wired
Rotom Frost,Electric|Ice,5,7,11,11,11,9,Urban,3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Form Change|Invisibility,Chilled|Dead Silent|Glow|Wired
Rotom Fan,Electric|Flying,5,7,11,11,11,9,Urban,3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Form Change|Invisibility,Dead Silent|Glow|Wired
Rotom Mow,Electric|Grass,5,7,11,11,11,9,Urban,3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Form Change|Invisibility,Dead Silent|Glow|Wired
Emolga,Electric|Flying,6,8,6,8,6,10,Forest,1,Small,1,Herbivore,3,Glider,Underdog,
Dedenne,Electric|Fairy,7,6,6,8,7,10,"Forest, Grasslands",1,Small,1,"Ergovore, Herbivore",3,,Underdog,
Togedemaru,Electric|Steel,7,10,6,4,7,10,Urban,3,Small,1,"Ergovore, Herbivore",3,,Underdog,Glow
Pincurchin,Electric,5,11,11,11,11,2,Ocean,1,Small,1,Herbivore,3,Grounded|Slow|Swimmer,,Gilled|Glow
Morpeko,Electric|Dark,7,11,7,8,7,11,Forest,4,Small,1,Omnivore,3,,Darkvision,
Dracozolt,Electric|Dragon,9,10,9,8,7,8,"Forest, Grasslands",7,Medium,5,Herbivore,3,Quick,Mountable,
Arctozolt,Electric|Ice,9,10,9,9,8,6,Tundra,6,Large,5,Herbivore,3,Quick,Mountable,Chilled
Comfey,Fairy,6,5,10,8,12,10,Forest,2,Small,1,Phototroph,3,Flier,Threaded,Alluring|Mender
Throh,Fighting,12,11,11,3,9,5,Urban,7,Medium,4,Omnivore,3,,,
Sawk,Fighting,9,13,8,3,8,10,Urban,6,Medium,4,Omnivore,3,,,
Hawlucha,Fighting|Flying,8,10,8,7,6,12,Grasslands,4,Small,2,Carnivore,3,Glider|Jumper|Quick,,
Passimian,Fighting,10,12,10,3,6,10,Forest,7,Large,4,Herbivore,3,Climber|Jumper|Quick,,Pack Mon
Falinks,Fighting,7,11,11,7,6,9,Mountain,8,Huge,4,Omnivore,3,,,Mindlock|Pack Mon
Torkoal,Fire,9,9,14,9,8,2,Mountain,6,Small,4,Terravore,3,Slow,,Heater
Heatmor,Fire,9,10,7,11,7,7,Cave,4,Medium,4,Carnivore,3,Burrower,,Heater
Turtonator,Fire|Dragon,7,8,14,9,9,4,"Cave, Mountain",7,Large,6,Herbivore,3,,,
Cramorant,Flying|Water,7,9,6,9,10,10,"Ocean, Wetlands",3,Small,2,Carnivore,3,Flier,,
Bombirdier,Flying|Dark,7,11,9,6,9,9,Mountain,10,Medium,3,Carnivore,3,Flier,,
Flamigo,Flying|Fighting,8,12,7,8,7,9,Wetlands,8,Medium,3,Omnivore,3,Flier,Reach,
Spiritomb,Ghost|Dark,5,9,12,9,12,4,Cave,2,Medium,5,Nullivore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent
Mimikyu,Ghost|Fairy,7,10,8,5,11,10,Forest,2,Small,1,Nullivore,3,,Darkvision|Reach,Amorphous|Dead Silent
Dhelmise,Grass|Ghost,7,13,10,9,9,4,Ocean,7,Huge,6,Nullivore,3,Grounded|Slow|Swimmer,Darkvision,Breathless|Dead Silent
Tropius,Grass|Flying,11,8,9,8,10,5,Forest,8,Large,5,Phototroph,3,Flier,Mountable,
Carnivine,Grass,9,12,9,10,9,5,"Forest, Grasslands",4,Medium,3,"Carnivore, Phototroph",3,Flier,,
Maractus,Grass,8,9,8,12,8,6,Desert,4,Medium,3,Phototroph,3,,,
Stunfisk,Ground|Electric,11,7,8,11,11,3,Wetlands,3,Small,1,Carnivore,3,Burrower|Slow,,Tremorsense
Delibird,Ice|Flying,5,6,5,7,5,8,Tundra,4,Small,2,Omnivore,3,Flier|Swimmer,Underdog,Chilled|Pack Mon
Cryogonal,Ice,8,5,5,10,14,11,"Cave, Tundra",6,Medium,5,"Carnivore, Terravore",3,Flier,,Chilled
Eiscue Ice Face,Ice,9,8,12,7,10,5,Tundra,4,Medium,4,Carnivore,3,Swimmer,Form Change,Chilled
Eiscue Noice,Ice,9,8,7,7,5,15,Tundra,4,Medium,4,Carnivore,3,Quick|Swimmer,Form Change,Chilled
Farfetch'd,Normal|Flying,5,9,6,6,6,6,Grasslands,3,Small,2,Herbivore,3,,"Underdog|Wielder (Melee, Small)",
Kangaskhan,Normal,11,11,8,4,8,9,Grasslands,7,Large,4,Herbivore,3,,,
Tauros,Normal,8,11,10,4,7,11,Grasslands,8,Medium,4,Herbivore,3,Quick,Mountable,Pack Mon
Smeargle,Normal,6,2,4,2,5,8,"Forest, Urban",3,Medium,4,Omnivore,3,,Underdog,Tracker
Miltank,Normal,11,8,11,4,7,10,Grasslands,5,Medium,4,Herbivore,3,,,
Spinda,Normal,6,9,9,9,9,9,Grasslands,1,Medium,1,Herbivore,3,,,
Zangoose,Normal,8,13,7,6,7,10,Grasslands,5,Medium,3,Carnivore,3,Quick,,
Castform,Normal,7,7,7,7,7,7,Urban,1,Small,1,Phototroph,3,Flier,Underdog,
Kecleon,Normal,6,9,7,6,12,4,Grasslands,5,Medium,2,Carnivore,3,,Blender|Underdog,
Chatot,Normal|Flying,8,7,5,9,4,9,Forest,2,Small,1,Omnivore,3,Flier,Underdog,
Audino,Normal,10,7,11,7,11,5,Urban,2,Medium,3,Herbivore,3,,Blindsense,Empath
Bouffalant,Normal,10,11,10,4,10,6,Grasslands,7,Medium,4,Herbivore,3,Quick,Mountable,Pack Mon
Furfrou,Normal,9,8,7,7,10,10,Urban,4,Medium,3,Omnivore,3,,,Tracker
Oranguru,Normal|Psychic,9,6,8,11,11,6,Forest,4,Medium,4,Herbivore,3,Climber,,Telepath
Komala,Normal,7,12,7,8,10,7,Forest,4,Small,2,Herbivore,3,Climber|Slow,,
Drampa,Normal|Dragon,9,6,9,14,9,4,Mountain,6,Huge,5,Herbivore,3,Flier,Mountable|Reach,
Squawkabilly,Normal|Flying,8,10,5,5,5,9,Urban,2,Small,1,Omnivore,3,Flier,Underdog,Pack Mon
Seviper,Poison,7,12,7,11,7,7,"Desert, Forest",4,Large,4,Carnivore,3,,Darkvision,
Unown,Psychic,5,7,5,7,5,5,"Cave, Space",1,Small,1,Nullivore,3,Flier,Invisibility|Underdog,Magnetic|Telepath
Sigilyph,Psychic|Flying,7,6,8,10,10,10,"Desert, Space",3,Medium,2,Herbivore,3,Flier,Invisibility|Telekinetic,
Indeedee M,Psychic|Normal,7,7,6,11,10,10,Forest,3,Small,3,Herbivore,3,,Telekinetic,Empath|Telepath
Indeedee F,Psychic|Normal,8,6,7,10,11,9,Forest,3,Small,3,Herbivore,3,,Telekinetic,Empath|Telepath
Aerodactyl,Rock|Flying,8,11,7,6,8,13,Mountain,8,Medium,4,Carnivore,3,Flier|Quick,Mountable,
Lunatone,Rock|Psychic,9,6,8,11,10,7,"Cave, Space",1,Medium,5,Phototroph,3,Flier,Telekinetic,Breathless|Dead Silent
Solrock,Rock|Psychic,10,11,10,6,7,7,"Cave, Space",1,Medium,5,Phototroph,3,Flier,Telekinetic,Breathless|Dead Silent
Carbink,Rock|Fairy,6,5,15,5,15,5,Cave,1,Small,1,Nullivore,3,Burrower|Flier,,
Minior Meteor,Rock|Flying,7,6,13,6,13,6,"Mountain, Space",3,Small,3,Nullivore,3,Flier,Form Change,Breathless|Glow
Minior Core,Rock|Flying,7,10,6,10,6,12,"Mountain, Space",3,Small,1,Nullivore,3,Flier,Form Change,Breathless|Glow
Stonjourner,Rock,13,13,14,2,2,7,Mountain,9,Large,5,Terravore,3,,Groundshaper|Telekinetic,
Klawf,Rock,8,10,13,4,7,9,Desert,9,Medium,4,Omnivore,3,Burrower|Climber|Jumper|Swimmer,,
Skarmory,Steel|Flying,8,9,14,4,8,9,Mountain,5,Medium,4,Carnivore,3,Flier|Quick,Mountable,
Mawile,Steel|Fairy,5,9,9,6,6,5,Cave,1,Small,2,Omnivore,3,,Underdog,
Klefki,Steel|Fairy,7,8,10,8,10,8,Urban,1,Small,1,Terravore,3,Flier,,
Orthworm,Steel,7,9,16,6,6,7,"Cave, Desert",9,Large,6,Detritivore,3,Burrower,Groundshaper|Mountable|Reach,Tremorsense
